,Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Date of Report,Time of Report,Occurrence Year,Age Group
21859,21860,,,Visakhapatnam,104,TRAFFIC VIOLATION,32,Other,Explosives,Traffic Fatality,6,0,Ongoing,,,,Young Adult
21860,21861,,,Chennai,383,BURGLARY,37,M,Knife,Other Crime,1,0,Ongoing,,,,Adult
21861,21862,,,Pune,443,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,4,1,03-09-2022 12:00,,,,Senior
21862,21863,,,Kolkata,382,HOMICIDE,76,Other,Knife,Other Crime,12,1,17-07-2023 10:00,,,,Senior
21863,21864,,,Mumbai,431,COUNTERFEITING,73,M,None,Other Crime,11,0,Ongoing,,,,Senior
21864,21865,,,Delhi,312,ARSON,68,Other,Knife,Fire Accident,10,1,04-08-2022 01:00,,,,Senior
21865,21866,,,Chennai,338,FIREARM OFFENSE,76,M,Blunt Object,Fire Accident,1,0,Ongoing,,,,Senior
21866,21867,,,Mumbai,381,VEHICLE - STOLEN,20,F,Explosives,Violent Crime,6,0,Ongoing,,,,Young Adult
21867,21868,,,Hyderabad,169,IDENTITY THEFT,51,Other,Poison,Violent Crime,11,1,14-08-2022 05:00,,,,Adult
21868,21869,,,Kolkata,538,VANDALISM,15,F,Firearm,Other Crime,15,0,Ongoing,,,,Teen
21869,21870,,,Kanpur,210,SEXUAL ASSAULT,11,F,Blunt Object,Violent Crime,3,1,16-12-2023 19:00,,,,Child
21870,21871,,,Delhi,241,VANDALISM,49,F,Firearm,Other Crime,9,0,Ongoing,,,,Adult
21871,21872,,,Chennai,518,ASSAULT,61,M,Blunt Object,Violent Crime,17,1,27-07-2022 05:00,,,,Senior
21872,21873,,,Mumbai,110,ILLEGAL POSSESSION,20,F,Other,Other Crime,14,1,08-08-2022 16:00,,,,Young Adult
21873,21874,,,Chennai,167,ARSON,51,M,Blunt Object,Fire Accident,14,1,14-07-2022 21:00,,,,Adult
21874,21875,,,Delhi,222,COUNTERFEITING,33,M,Firearm,Other Crime,5,1,17-08-2022 05:00,,,,Young Adult
21875,21876,,,Ahmedabad,466,ASSAULT,38,M,None,Violent Crime,10,0,Ongoing,,,,Adult
21876,21877,,,Delhi,160,DOMESTIC VIOLENCE,54,Other,Explosives,Violent Crime,7,0,Ongoing,,,,Adult
21877,21878,,,Srinagar,471,SHOPLIFTING,56,F,Firearm,Other Crime,9,1,15-09-2022 15:00,,,,Adult
21878,21879,,,Ludhiana,422,ASSAULT,12,Other,Blunt Object,Violent Crime,19,0,Ongoing,,,,Child
21879,21880,,,Hyderabad,506,DRUG OFFENSE,33,M,Other,Other Crime,8,1,22-08-2022 02:00,,,,Young Adult
21880,21881,,,Delhi,499,ROBBERY,34,M,Other,Violent Crime,6,1,26-12-2022 17:00,,,,Young Adult
21881,21882,,,Bangalore,402,COUNTERFEITING,52,M,Other,Other Crime,10,1,12-07-2022 07:00,,,,Adult
21882,21883,,,Kolkata,157,HOMICIDE,52,M,Knife,Other Crime,12,1,10-01-2023 18:00,,,,Adult
21883,21884,,,Delhi,107,ARSON,60,Other,Blunt Object,Fire Accident,3,0,Ongoing,,,,Adult
21884,21885,,,Bangalore,103,FIREARM OFFENSE,30,F,Knife,Fire Accident,16,1,05-08-2022 14:00,,,,Young Adult
21885,21886,,,Delhi,180,TRAFFIC VIOLATION,32,F,Poison,Traffic Fatality,11,1,22-07-2022 12:00,,,,Young Adult
21886,21887,,,Meerut,207,DOMESTIC VIOLENCE,72,Other,Knife,Violent Crime,16,0,Ongoing,,,,Senior
21887,21888,,,Delhi,214,SHOPLIFTING,73,F,None,Other Crime,6,0,Ongoing,,,,Senior
21888,21889,,,Mumbai,323,DRUG OFFENSE,65,M,None,Other Crime,5,0,Ongoing,,,,Senior
21889,21890,,,Ahmedabad,445,ROBBERY,79,Other,Blunt Object,Violent Crime,2,1,07-12-2022 12:00,,,,Senior
21890,21891,,,Indore,453,VANDALISM,40,Other,Poison,Other Crime,7,1,02-08-2022 00:00,,,,Adult
21891,21892,,,Chennai,408,VANDALISM,50,F,Firearm,Other Crime,13,1,19-07-2022 10:00,,,,Adult
21892,21893,,,Delhi,396,DRUG OFFENSE,14,M,Explosives,Other Crime,6,0,Ongoing,,,,Teen
21893,21894,,,Delhi,194,IDENTITY THEFT,58,M,Explosives,Violent Crime,7,0,Ongoing,,,,Adult
21894,21895,,,Thane,370,PUBLIC INTOXICATION,55,M,Other,Other Crime,12,1,28-07-2022 15:00,,,,Adult
21895,21896,,,Kolkata,565,FIREARM OFFENSE,15,Other,Knife,Fire Accident,11,0,Ongoing,,,,Teen
21896,21897,,,Kanpur,270,KIDNAPPING,61,Other,None,Other Crime,2,0,Ongoing,,,,Senior
21897,21898,,,Chennai,199,VEHICLE - STOLEN,52,F,Knife,Violent Crime,2,0,Ongoing,,,,Adult
21898,21899,,,Jaipur,129,EXTORTION,15,Other,Explosives,Other Crime,3,1,10-08-2022 09:00,,,,Teen
21899,21900,,,Delhi,463,BURGLARY,65,Other,None,Other Crime,18,1,27-09-2022 13:00,,,,Senior
21900,21901,,,Nagpur,304,KIDNAPPING,64,M,Knife,Other Crime,10,1,22-07-2022 16:00,,,,Senior
21901,21902,,,Kolkata,401,COUNTERFEITING,44,Other,Poison,Other Crime,7,1,25-08-2022 14:00,,,,Adult
21902,21903,,,Delhi,231,FIREARM OFFENSE,33,Other,None,Fire Accident,7,1,21-09-2022 18:00,,,,Young Adult
21903,21904,,,Delhi,510,VEHICLE - STOLEN,73,Other,Knife,Violent Crime,6,0,Ongoing,,,,Senior
21904,21905,,,Jaipur,552,CYBERCRIME,68,M,None,Other Crime,6,0,Ongoing,,,,Senior
21905,21906,,,Mumbai,367,DOMESTIC VIOLENCE,69,Other,Explosives,Violent Crime,5,0,Ongoing,,,,Senior
21906,21907,,,Surat,473,ROBBERY,64,F,Blunt Object,Violent Crime,17,0,Ongoing,,,,Senior
21907,21908,,,Pune,432,TRAFFIC VIOLATION,38,Other,Knife,Traffic Fatality,8,0,Ongoing,,,,Adult
21908,21909,,,Jaipur,116,PUBLIC INTOXICATION,27,F,Firearm,Other Crime,11,0,Ongoing,,,,Young Adult
21909,21910,,,Lucknow,340,HOMICIDE,63,F,Knife,Other Crime,4,1,15-07-2023 00:00,,,,Senior
21910,21911,,,Delhi,438,DRUG OFFENSE,32,Other,Poison,Other Crime,7,0,Ongoing,,,,Young Adult
21911,21912,,,Hyderabad,138,ARSON,67,F,Poison,Fire Accident,10,0,Ongoing,,,,Senior
21912,21913,,,Kanpur,234,ROBBERY,79,M,Knife,Violent Crime,15,1,21-12-2022 06:00,,,,Senior
21913,21914,,,Bangalore,586,PUBLIC INTOXICATION,22,Other,Explosives,Other Crime,9,1,22-07-2022 21:00,,,,Young Adult
21914,21915,,,Delhi,289,BURGLARY,32,Other,None,Other Crime,3,1,31-08-2022 06:00,,,,Young Adult
21915,21916,,,Agra,501,PUBLIC INTOXICATION,11,F,Explosives,Other Crime,19,1,09-07-2022 05:00,,,,Child
21916,21917,,,Varanasi,156,SHOPLIFTING,35,F,Other,Other Crime,3,1,27-09-2022 08:00,,,,Young Adult
21917,21918,,,Pune,138,TRAFFIC VIOLATION,37,F,Other,Traffic Fatality,15,1,09-07-2022 12:00,,,,Adult
21918,21919,,,Mumbai,253,BURGLARY,42,M,Knife,Other Crime,8,1,18-11-2022 16:00,,,,Adult
21919,21920,,,Jaipur,311,VANDALISM,33,M,Firearm,Other Crime,10,1,23-08-2022 12:00,,,,Young Adult
21920,21921,,,Chennai,337,ROBBERY,23,F,Firearm,Violent Crime,13,1,11-09-2022 06:00,,,,Young Adult
21921,21922,,,Patna,192,EXTORTION,61,M,Firearm,Other Crime,5,0,Ongoing,,,,Senior
21922,21923,,,Pune,186,DRUG OFFENSE,44,F,Knife,Other Crime,11,0,Ongoing,,,,Adult
21923,21924,,,Mumbai,599,BURGLARY,34,Other,Firearm,Other Crime,13,0,Ongoing,,,,Young Adult
21924,21925,,,Mumbai,482,SEXUAL ASSAULT,78,F,Other,Violent Crime,18,1,04-06-2023 21:00,,,,Senior
21925,21926,,,Kanpur,420,DRUG OFFENSE,14,M,Firearm,Other Crime,17,1,21-07-2022 04:00,,,,Teen
21926,21927,,,Mumbai,585,CYBERCRIME,56,Other,Firearm,Other Crime,13,0,Ongoing,,,,Adult
21927,21928,,,Ludhiana,150,BURGLARY,73,F,Firearm,Other Crime,9,1,05-10-2022 13:00,,,,Senior
21928,21929,,,Chennai,149,ILLEGAL POSSESSION,44,Other,Knife,Other Crime,2,0,Ongoing,,,,Adult
21929,21930,,,Agra,155,BURGLARY,18,M,Poison,Other Crime,13,0,Ongoing,,,,Teen
21930,21931,,,Delhi,241,ROBBERY,68,Other,Other,Violent Crime,11,1,01-12-2022 14:00,,,,Senior
21931,21932,,,Bangalore,570,ROBBERY,54,Other,Explosives,Violent Crime,4,1,21-11-2022 03:00,,,,Adult
21932,21933,,,Pune,194,TRAFFIC VIOLATION,27,M,Firearm,Traffic Fatality,16,0,Ongoing,,,,Young Adult
21933,21934,,,Hyderabad,209,ARSON,36,Other,Explosives,Fire Accident,17,1,27-07-2022 02:00,,,,Adult
21934,21935,,,Varanasi,127,FRAUD,55,F,Poison,Other Crime,17,0,Ongoing,,,,Adult
21935,21936,,,Pune,541,VANDALISM,66,M,Knife,Other Crime,1,1,12-09-2022 23:00,,,,Senior
21936,21937,,,Delhi,517,COUNTERFEITING,25,M,Blunt Object,Other Crime,8,0,Ongoing,,,,Young Adult
21937,21938,,,Kolkata,195,SEXUAL ASSAULT,64,M,Blunt Object,Violent Crime,14,1,15-01-2023 01:00,,,,Senior
21938,21939,,,Bangalore,520,EXTORTION,49,M,Knife,Other Crime,12,1,06-09-2022 04:00,,,,Adult
21939,21940,,,Jaipur,314,KIDNAPPING,53,F,Poison,Other Crime,6,0,Ongoing,,,,Adult
21940,21941,,,Bhopal,461,SEXUAL ASSAULT,47,Other,Firearm,Violent Crime,19,0,Ongoing,,,,Adult
21941,21942,,,Bangalore,476,FRAUD,65,F,Firearm,Other Crime,18,1,27-08-2022 11:00,,,,Senior
21942,21943,,,Mumbai,260,FIREARM OFFENSE,72,F,Poison,Fire Accident,7,1,23-08-2022 00:00,,,,Senior
21943,21944,,,Delhi,548,CYBERCRIME,45,F,Other,Other Crime,8,1,20-08-2022 12:00,,,,Adult
21944,21945,,,Mumbai,312,KIDNAPPING,59,Other,Knife,Other Crime,15,1,16-09-2022 01:00,,,,Adult
21945,21946,,,Mumbai,392,ILLEGAL POSSESSION,79,Other,Knife,Other Crime,1,0,Ongoing,,,,Senior
21946,21947,,,Chennai,227,HOMICIDE,34,Other,Explosives,Other Crime,9,1,07-10-2023 04:00,,,,Young Adult
21947,21948,,,Ludhiana,510,DOMESTIC VIOLENCE,66,F,Poison,Violent Crime,1,0,Ongoing,,,,Senior
21948,21949,,,Pune,335,HOMICIDE,46,Other,Explosives,Other Crime,7,1,27-01-2024 17:00,,,,Adult
21949,21950,,,Bangalore,567,ARSON,15,F,None,Fire Accident,18,1,08-08-2022 03:00,,,,Teen
21950,21951,,,Surat,218,IDENTITY THEFT,51,M,Other,Violent Crime,7,1,08-08-2022 10:00,,,,Adult
21951,21952,,,Chennai,259,SHOPLIFTING,78,F,Firearm,Other Crime,11,1,13-07-2022 01:00,,,,Senior
21952,21953,,,Rajkot,138,DOMESTIC VIOLENCE,30,M,None,Violent Crime,10,1,30-08-2022 03:00,,,,Young Adult
21953,21954,,,Ludhiana,545,EXTORTION,43,F,Firearm,Other Crime,14,0,Ongoing,,,,Adult
21954,21955,,,Hyderabad,590,DOMESTIC VIOLENCE,52,Other,Explosives,Violent Crime,7,1,30-07-2022 06:00,,,,Adult
21955,21956,,,Mumbai,256,ASSAULT,74,F,Explosives,Violent Crime,7,0,Ongoing,,,,Senior
21956,21957,,,Hyderabad,305,VEHICLE - STOLEN,68,M,Explosives,Violent Crime,15,1,16-09-2022 19:00,,,,Senior
21957,21958,,,Indore,554,ROBBERY,63,F,Knife,Violent Crime,17,1,27-12-2022 23:00,,,,Senior
21958,21959,,,Ahmedabad,408,PUBLIC INTOXICATION,12,Other,Explosives,Other Crime,1,1,04-08-2022 12:00,,,,Child
21959,21960,,,Bangalore,130,TRAFFIC VIOLATION,20,Other,Knife,Traffic Fatality,3,0,Ongoing,,,,Young Adult
21960,21961,,,Kanpur,451,SHOPLIFTING,10,M,Blunt Object,Other Crime,15,1,15-07-2022 18:00,,,,Child
21961,21962,,,Delhi,231,VEHICLE - STOLEN,51,M,Other,Violent Crime,9,0,Ongoing,,,,Adult
21962,21963,,,Chennai,595,ARSON,24,F,Firearm,Fire Accident,7,1,13-08-2022 01:00,,,,Young Adult
21963,21964,,,Kolkata,205,DOMESTIC VIOLENCE,73,F,Poison,Violent Crime,9,0,Ongoing,,,,Senior
21964,21965,,,Delhi,574,HOMICIDE,59,F,None,Other Crime,12,0,Ongoing,,,,Adult
21965,21966,,,Nagpur,295,DRUG OFFENSE,36,Other,Knife,Other Crime,17,0,Ongoing,,,,Adult
21966,21967,,,Bhopal,302,ARSON,39,Other,Explosives,Fire Accident,5,1,22-09-2022 17:00,,,,Adult
21967,21968,,,Nashik,283,COUNTERFEITING,72,F,None,Other Crime,13,0,Ongoing,,,,Senior
21968,21969,,,Mumbai,500,DOMESTIC VIOLENCE,40,F,Explosives,Violent Crime,4,1,31-07-2022 18:00,,,,Adult
21969,21970,,,Bangalore,362,TRAFFIC VIOLATION,11,M,Poison,Traffic Fatality,19,0,Ongoing,,,,Child
21970,21971,,,Bangalore,398,ASSAULT,26,Other,Explosives,Violent Crime,2,1,07-08-2022 07:00,,,,Young Adult
21971,21972,,,Bangalore,159,FIREARM OFFENSE,22,M,None,Fire Accident,14,0,Ongoing,,,,Young Adult
21972,21973,,,Surat,191,PUBLIC INTOXICATION,74,F,Knife,Other Crime,16,0,Ongoing,,,,Senior
21973,21974,,,Nagpur,370,IDENTITY THEFT,72,M,Blunt Object,Violent Crime,18,1,17-07-2022 08:00,,,,Senior
21974,21975,,,Bangalore,120,ROBBERY,19,F,Knife,Violent Crime,13,1,20-08-2022 17:00,,,,Teen
21975,21976,,,Delhi,533,ILLEGAL POSSESSION,18,M,Knife,Other Crime,12,0,Ongoing,,,,Teen
21976,21977,,,Bangalore,413,HOMICIDE,46,F,Blunt Object,Other Crime,10,0,Ongoing,,,,Adult
21977,21978,,,Hyderabad,184,DRUG OFFENSE,43,Other,Explosives,Other Crime,7,0,Ongoing,,,,Adult
21978,21979,,,Delhi,223,KIDNAPPING,47,M,Knife,Other Crime,4,0,Ongoing,,,,Adult
21979,21980,,,Jaipur,261,ROBBERY,40,F,Knife,Violent Crime,16,1,06-08-2022 22:00,,,,Adult
21980,21981,,,Mumbai,112,PUBLIC INTOXICATION,10,F,Poison,Other Crime,16,0,Ongoing,,,,Child
21981,21982,,,Chennai,540,TRAFFIC VIOLATION,55,M,None,Traffic Fatality,11,0,Ongoing,,,,Adult
21982,21983,,,Chennai,138,KIDNAPPING,36,M,Firearm,Other Crime,13,1,29-09-2022 00:00,,,,Adult
21983,21984,,,Kolkata,176,SEXUAL ASSAULT,69,F,Blunt Object,Violent Crime,13,1,13-04-2023 01:00,,,,Senior
21984,21985,,,Kanpur,471,HOMICIDE,35,F,None,Other Crime,13,0,Ongoing,,,,Young Adult
21985,21986,,,Pune,416,CYBERCRIME,37,Other,Poison,Other Crime,11,0,Ongoing,,,,Adult
21986,21987,,,Indore,506,CYBERCRIME,34,Other,Knife,Other Crime,14,1,22-08-2022 00:00,,,,Young Adult
21987,21988,,,Chennai,263,TRAFFIC VIOLATION,44,M,Other,Traffic Fatality,14,0,Ongoing,,,,Adult
21988,21989,,,Kolkata,190,PUBLIC INTOXICATION,22,F,Firearm,Other Crime,8,1,02-08-2022 14:00,,,,Young Adult
21989,21990,,,Agra,239,COUNTERFEITING,17,M,Firearm,Other Crime,18,0,Ongoing,,,,Teen
21990,21991,,,Delhi,494,DOMESTIC VIOLENCE,26,Other,Blunt Object,Violent Crime,2,1,21-09-2022 11:00,,,,Young Adult
21991,21992,,,Kolkata,104,KIDNAPPING,70,F,Poison,Other Crime,4,0,Ongoing,,,,Senior
21992,21993,,,Kanpur,281,VANDALISM,27,F,Knife,Other Crime,8,0,Ongoing,,,,Young Adult
21993,21994,,,Kolkata,213,FIREARM OFFENSE,39,F,Blunt Object,Fire Accident,5,0,Ongoing,,,,Adult
21994,21995,,,Thane,272,PUBLIC INTOXICATION,42,M,Firearm,Other Crime,5,1,03-08-2022 22:00,,,,Adult
21995,21996,,,Jaipur,492,FIREARM OFFENSE,76,F,Blunt Object,Fire Accident,16,0,Ongoing,,,,Senior
21996,21997,,,Bangalore,567,VANDALISM,51,Other,Blunt Object,Other Crime,5,0,Ongoing,,,,Adult
21997,21998,,,Ahmedabad,391,BURGLARY,26,M,Firearm,Other Crime,11,1,25-10-2022 12:00,,,,Young Adult
21998,21999,,,Bangalore,420,VEHICLE - STOLEN,38,F,Knife,Violent Crime,6,1,23-07-2022 07:00,,,,Adult
21999,22000,,,Ahmedabad,163,ASSAULT,71,Other,Firearm,Violent Crime,13,0,Ongoing,,,,Senior
22000,22001,,,Mumbai,296,VEHICLE - STOLEN,62,Other,Explosives,Violent Crime,6,0,Ongoing,,,,Senior
22001,22002,,,Delhi,568,DOMESTIC VIOLENCE,53,Other,Firearm,Violent Crime,2,0,Ongoing,,,,Adult
22002,22003,,,Pune,418,FRAUD,54,F,Knife,Other Crime,19,0,Ongoing,,,,Adult
22003,22004,,,Delhi,213,ILLEGAL POSSESSION,40,Other,Explosives,Other Crime,13,1,26-09-2022 04:00,,,,Adult
22004,22005,,,Mumbai,309,CYBERCRIME,26,M,Poison,Other Crime,17,1,21-08-2022 08:00,,,,Young Adult
22005,22006,,,Mumbai,379,VANDALISM,72,F,Firearm,Other Crime,15,0,Ongoing,,,,Senior
22006,22007,,,Surat,182,SHOPLIFTING,78,Other,None,Other Crime,15,0,Ongoing,,,,Senior
22007,22008,,,Bangalore,228,VEHICLE - STOLEN,75,M,Poison,Violent Crime,5,0,Ongoing,,,,Senior
22008,22009,,,Chennai,591,DRUG OFFENSE,58,F,Explosives,Other Crime,3,1,19-09-2022 10:00,,,,Adult
22009,22010,,,Kolkata,342,FRAUD,60,Other,Blunt Object,Other Crime,7,0,Ongoing,,,,Adult
22010,22011,,,Bangalore,286,EXTORTION,18,M,Poison,Other Crime,3,1,03-08-2022 06:00,,,,Teen
22011,22012,,,Hyderabad,461,VEHICLE - STOLEN,30,Other,Poison,Violent Crime,8,0,Ongoing,,,,Young Adult
22012,22013,,,Delhi,527,ROBBERY,78,Other,Other,Violent Crime,14,0,Ongoing,,,,Senior
22013,22014,,,Mumbai,583,VEHICLE - STOLEN,14,F,Other,Violent Crime,5,1,13-08-2022 04:00,,,,Teen
22014,22015,,,Varanasi,492,BURGLARY,51,Other,Other,Other Crime,12,0,Ongoing,,,,Adult
22015,22016,,,Mumbai,457,FRAUD,58,M,Knife,Other Crime,1,0,Ongoing,,,,Adult
22016,22017,,,Ahmedabad,283,KIDNAPPING,44,Other,Other,Other Crime,10,0,Ongoing,,,,Adult
22017,22018,,,Bangalore,519,COUNTERFEITING,31,F,Blunt Object,Other Crime,5,0,Ongoing,,,,Young Adult
22018,22019,,,Delhi,132,FRAUD,61,Other,Knife,Other Crime,16,0,Ongoing,,,,Senior
22019,22020,,,Agra,152,VANDALISM,58,F,Knife,Other Crime,19,1,14-07-2022 16:00,,,,Adult
22020,22021,,,Indore,323,VANDALISM,15,F,Poison,Other Crime,16,0,Ongoing,,,,Teen
22021,22022,,,Srinagar,311,ASSAULT,21,Other,Other,Violent Crime,2,0,Ongoing,,,,Young Adult
22022,22023,,,Surat,292,FIREARM OFFENSE,29,Other,None,Fire Accident,15,0,Ongoing,,,,Young Adult
22023,22024,,,Bangalore,535,COUNTERFEITING,65,Other,Explosives,Other Crime,14,1,08-08-2022 22:00,,,,Senior
22024,22025,,,Delhi,439,TRAFFIC VIOLATION,41,F,Explosives,Traffic Fatality,1,1,11-07-2022 00:00,,,,Adult
22025,22026,,,Hyderabad,340,KIDNAPPING,46,Other,Knife,Other Crime,12,0,Ongoing,,,,Adult
22026,22027,,,Mumbai,380,PUBLIC INTOXICATION,64,F,Poison,Other Crime,6,1,16-07-2022 03:00,,,,Senior
22027,22028,,,Delhi,273,FRAUD,24,M,Knife,Other Crime,13,0,Ongoing,,,,Young Adult
22028,22029,,,Kalyan,559,FRAUD,49,M,None,Other Crime,13,0,Ongoing,,,,Adult
22029,22030,,,Mumbai,491,VANDALISM,66,F,Explosives,Other Crime,17,0,Ongoing,,,,Senior
22030,22031,,,Nagpur,150,SHOPLIFTING,16,Other,Poison,Other Crime,18,1,18-09-2022 01:00,,,,Teen
22031,22032,,,Kolkata,465,ASSAULT,32,M,Blunt Object,Violent Crime,15,1,13-08-2022 12:00,,,,Young Adult
22032,22033,,,Kanpur,437,KIDNAPPING,66,M,Blunt Object,Other Crime,1,1,15-07-2022 04:00,,,,Senior
22033,22034,,,Delhi,151,TRAFFIC VIOLATION,67,M,Explosives,Traffic Fatality,5,0,Ongoing,,,,Senior
22034,22035,,,Jaipur,372,ASSAULT,77,Other,Firearm,Violent Crime,1,0,Ongoing,,,,Senior
22035,22036,,,Delhi,221,HOMICIDE,25,Other,Other,Other Crime,19,0,Ongoing,,,,Young Adult
22036,22037,,,Lucknow,136,ARSON,26,M,Firearm,Fire Accident,18,0,Ongoing,,,,Young Adult
22037,22038,,,Mumbai,147,SHOPLIFTING,60,M,Knife,Other Crime,6,0,Ongoing,,,,Adult
22038,22039,,,Hyderabad,161,IDENTITY THEFT,13,M,None,Violent Crime,7,0,Ongoing,,,,Teen
22039,22040,,,Pune,234,COUNTERFEITING,39,F,Knife,Other Crime,11,0,Ongoing,,,,Adult
22040,22041,,,Surat,544,FIREARM OFFENSE,66,M,Other,Fire Accident,2,1,16-08-2022 02:00,,,,Senior
22041,22042,,,Mumbai,595,ILLEGAL POSSESSION,48,M,Firearm,Other Crime,16,0,Ongoing,,,,Adult
22042,22043,,,Surat,357,FRAUD,38,M,Explosives,Other Crime,9,1,23-09-2022 05:00,,,,Adult
22043,22044,,,Delhi,185,CYBERCRIME,45,Other,Blunt Object,Other Crime,16,1,04-10-2022 04:00,,,,Adult
22044,22045,,,Surat,123,SHOPLIFTING,34,Other,Explosives,Other Crime,8,0,Ongoing,,,,Young Adult
22045,22046,,,Hyderabad,490,ASSAULT,66,M,Explosives,Violent Crime,10,1,06-09-2022 08:00,,,,Senior
22046,22047,,,Kanpur,294,HOMICIDE,41,F,Firearm,Other Crime,17,1,11-06-2023 17:00,,,,Adult
22047,22048,,,Mumbai,135,ASSAULT,17,M,Explosives,Violent Crime,12,0,Ongoing,,,,Teen
22048,22049,,,Hyderabad,346,ARSON,50,Other,Firearm,Fire Accident,11,1,01-09-2022 01:00,,,,Adult
22049,22050,,,Bhopal,351,HOMICIDE,47,Other,Blunt Object,Other Crime,14,0,Ongoing,,,,Adult
22050,22051,,,Mumbai,200,PUBLIC INTOXICATION,39,Other,Knife,Other Crime,18,1,21-07-2022 07:00,,,,Adult
22051,22052,,,Vasai,228,KIDNAPPING,24,M,Firearm,Other Crime,12,1,25-08-2022 22:00,,,,Young Adult
22052,22053,,,Delhi,500,DRUG OFFENSE,75,M,Explosives,Other Crime,5,0,Ongoing,,,,Senior
22053,22054,,,Mumbai,296,VANDALISM,31,Other,None,Other Crime,8,1,05-08-2022 23:00,,,,Young Adult
22054,22055,,,Ahmedabad,251,ILLEGAL POSSESSION,11,M,Firearm,Other Crime,19,0,Ongoing,,,,Child
22055,22056,,,Pune,521,DOMESTIC VIOLENCE,22,F,Poison,Violent Crime,1,1,30-07-2022 03:00,,,,Young Adult
22056,22057,,,Hyderabad,481,VEHICLE - STOLEN,20,M,Blunt Object,Violent Crime,5,1,01-09-2022 10:00,,,,Young Adult
22057,22058,,,Mumbai,251,TRAFFIC VIOLATION,12,F,Blunt Object,Traffic Fatality,15,1,07-08-2022 18:00,,,,Child
22058,22059,,,Chennai,498,ASSAULT,26,Other,Poison,Violent Crime,5,0,Ongoing,,,,Young Adult
22059,22060,,,Kanpur,447,ILLEGAL POSSESSION,51,F,None,Other Crime,6,0,Ongoing,,,,Adult
22060,22061,,,Ahmedabad,496,ILLEGAL POSSESSION,27,M,Explosives,Other Crime,10,0,Ongoing,,,,Young Adult
22061,22062,,,Varanasi,557,ARSON,70,Other,Firearm,Fire Accident,5,0,Ongoing,,,,Senior
22062,22063,,,Delhi,394,VANDALISM,74,F,Poison,Other Crime,8,0,Ongoing,,,,Senior
22063,22064,,,Jaipur,523,ROBBERY,78,F,Blunt Object,Violent Crime,9,1,29-09-2022 22:00,,,,Senior
22064,22065,,,Chennai,553,ILLEGAL POSSESSION,56,F,None,Other Crime,5,1,28-07-2022 16:00,,,,Adult
22065,22066,,,Patna,119,FRAUD,61,M,Poison,Other Crime,11,0,Ongoing,,,,Senior
22066,22067,,,Surat,309,ILLEGAL POSSESSION,30,M,None,Other Crime,1,1,06-09-2022 06:00,,,,Young Adult
22067,22068,,,Pune,239,CYBERCRIME,75,Other,Knife,Other Crime,13,1,11-08-2022 15:00,,,,Senior
22068,22069,,,Chennai,229,ASSAULT,17,Other,Firearm,Violent Crime,5,1,01-08-2022 15:00,,,,Teen
22069,22070,,,Hyderabad,180,EXTORTION,68,M,None,Other Crime,2,1,28-09-2022 07:00,,,,Senior
22070,22071,,,Delhi,518,CYBERCRIME,58,Other,Poison,Other Crime,12,0,Ongoing,,,,Adult
22071,22072,,,Bhopal,239,CYBERCRIME,74,F,Blunt Object,Other Crime,3,1,08-08-2022 23:00,,,,Senior
22072,22073,,,Patna,473,HOMICIDE,43,Other,Other,Other Crime,18,0,Ongoing,,,,Adult
22073,22074,,,Delhi,147,ROBBERY,73,F,Poison,Violent Crime,8,0,Ongoing,,,,Senior
22074,22075,,,Mumbai,293,KIDNAPPING,29,Other,Poison,Other Crime,11,0,Ongoing,,,,Young Adult
22075,22076,,,Lucknow,146,FRAUD,15,F,Poison,Other Crime,9,0,Ongoing,,,,Teen
22076,22077,,,Delhi,537,FIREARM OFFENSE,16,Other,Poison,Fire Accident,17,0,Ongoing,,,,Teen
22077,22078,,,Mumbai,451,ARSON,25,M,Firearm,Fire Accident,13,1,24-07-2022 02:00,,,,Young Adult
22078,22079,,,Delhi,306,FRAUD,16,M,Blunt Object,Other Crime,10,0,Ongoing,,,,Teen
22079,22080,,,Delhi,404,HOMICIDE,35,F,Blunt Object,Other Crime,16,0,Ongoing,,,,Young Adult
22080,22081,,,Kolkata,481,BURGLARY,47,Other,Other,Other Crime,12,0,Ongoing,,,,Adult
22081,22082,,,Delhi,423,DRUG OFFENSE,10,Other,Blunt Object,Other Crime,15,0,Ongoing,,,,Child
22082,22083,,,Surat,173,FIREARM OFFENSE,56,Other,Other,Fire Accident,1,1,28-09-2022 09:00,,,,Adult
22083,22084,,,Delhi,217,ILLEGAL POSSESSION,24,F,None,Other Crime,2,0,Ongoing,,,,Young Adult
22084,22085,,,Delhi,272,FIREARM OFFENSE,61,F,None,Fire Accident,12,1,22-07-2022 09:00,,,,Senior
22085,22086,,,Delhi,144,ILLEGAL POSSESSION,77,M,Firearm,Other Crime,15,1,06-10-2022 20:00,,,,Senior
22086,22087,,,Jaipur,580,CYBERCRIME,10,M,None,Other Crime,16,0,Ongoing,,,,Child
22087,22088,,,Kalyan,403,ROBBERY,24,F,Knife,Violent Crime,6,0,Ongoing,,,,Young Adult
